Key Title,Title/Programme,Contract Ref#,Main Genre,Main Producer,Language,Production Year,Duration,Contracting Status,Active?,HD Available,Producer Approval?,In Catalogue?,Agreement Start Date,Last License Start Date,Agreement End Date,Date Fully Delivered,Visible On Interface,Commission,Back End,Rights Outline,Producer Approval,Costs,Option Notes,General Notes,Product Memo,Reporting,Best Screener,Status
"Israel, My Home","Israel, My Home",A0087,Factual,"Time Factory, The",English,2012,1 x 23',DM signed,TRUE,FALSE,FALSE,FALSE,,,,,TRUE,30% + 5% marketing,,"TERM: 7 years (start not determined but sig date of DM is 22.7.13) TERRITORY: World excl. US Video. RIGHTS: Non-The, TV, Video, Digital, MErchandising, Ancillary",,,,,,,,Status 3
Joe Calzaghe: My Life Story,Joe Calzaghe: My Life Story,D0226,Factual,Integral Productions Limited,English,2008,1 x 99’,signed,TRUE,FALSE,FALSE,FALSE,31/07/2014 00:00,31/12/2099 00:00,31/12/2099 00:00,,FALSE,35%,,"TERM: 3 (three) years from signature of Agreement by both parties and on receipt of Materials (below is sig date, not delivery date). Either party may terminate this Agreement by serving 3 months notice (to expire on the anniversary of the first 36months. Should no written notice be received either party may terminate 3 (three) months notice. TERRITORY: Worldwide excluding Universal Pictures UK/Eire Video/Digita/VOD but no holdback against TV VOD (eg Catch Up). RIGHTS: Theatr, Non-Theatr, All TV, Video, Digital, Ancillary, Merch.",,Marketing incl. Tx deductible.,First option on subsequent series etc.,"Made for Video. Not HD, no M&E or textless elements.",,Qtrly,https://vimeo.com/104604203 password: Indigo2014,Status 3
Joe Calzaghe: Undefeated,Joe Calzaghe: Undefeated,D0226,Factual,Integral Productions Limited,English,2009,1 x 46’,signed,TRUE,FALSE,FALSE,FALSE,31/07/2014 00:00,31/12/2099 00:00,31/12/2099 00:00,,FALSE,35%,,"TERM: 3 (three) years from signature of Agreement by both parties and on receipt of Materials (below is sig date, not delivery date). Either party may terminate this Agreement by serving 3 months notice (to expire on the anniversary of the first 36months. Should no written notice be received either party may terminate 3 (three) months notice. TERRITORY: Worldwide excluding Universal Pictures UK/Eire Video/Digita/VOD but no holdback against TV VOD (eg Catch Up). RIGHTS: Theatr, Non-Theatr, All TV, Video, Digital, Ancillary, Merch.",,Marketing incl. Tx deductible.,First option on subsequent series etc.,Made for video. Not HD. No M&E tracks or textless elements,,Qtrly,https://vimeo.com/104508892 password: Indigo2014,Status 3
Joe Calzaghe: Undefeated,Joe Calzaghe: Undefeated (DVD Extras),,Factual,Integral Productions Limited,English,2009,"“Gonna Miss You When You’re Gone"" 3'54"" - ""Taming The Bull"" (Jake La Motta interview) 11'46""",signed,TRUE,FALSE,FALSE,FALSE,31/07/2014 00:00,31/12/2099 00:00,31/12/2099 00:00,,,35%,,"TERM: 3 (three) years from signature of Agreement by both parties and on receipt of Materials (below is sig date, not delivery date). Either party may terminate this Agreement by serving 3 months notice (to expire on the anniversary of the first 36months. Should no written notice be received either party may terminate 3 (three) months notice. TERRITORY: Worldwide excluding Universal Pictures UK/Eire Video/Digita/VOD but no holdback against TV VOD (eg Catch Up). RIGHTS: Theatr, Non-Theatr, All TV, Video, Digital, Ancillary, Merch.",,Marketing incl. Tx deductible.,First option on subsequent series etc.,"Made for Video. Not HD, no M&E tracks or textless elements.",,Qtrly,,Status 3
Kent At War,Kent At War,D0222,Factual,Beckmann Visual Publishing Ltd,English,2010,1 x 65',signed,TRUE,TRUE,TRUE,FALSE,27/11/2013 00:00,31/12/2099 00:00,31/12/2099 00:00,,TRUE,25%,,"MATERIALS NEED TO BE CREATED. TERM: Rolling 12mthly periods, with 3 mths notice on the anniversary of each 12 mthly period (e.g. in Y1 the term terminates on the 15th mth). TERRITORY: World. RIGHTS: TV, Theatrical, Non-theatric, Merchandising, Ancillary. Digital rights only granted if licensed in conjunction to TV broadcaster license and its branded channels. VIDEO/VOD/EST to third parties (Lovefilm, Netflix etc) NOT GRANTED but can discuss on deal-by-deal basis. NB: Clip rights specifically NOT granted to Distributor.",On all licensing deals. If no response means NOT approved. By e-mail to Joanna White - jwhite@beckmanngroup.co.uk - copying Liz Meredith - lmeredith@beckmanngroup.co.uk,Marketing included. Tx costs deductible but Producer delivering direct to licensees.,"First right of refusal on subsequent series, offshoots etc.",Materials 4:3 and upscaled to 1080 from 720 as source material not true HD.,,quarterly and within 45 days,Kent at War https://vimeo.com/100427290 Password: Indigo2014,Status 3
Kent Past,Kent Past,D0222,Factual,Beckmann Visual Publishing Ltd,English,2010,1 x 60',signed,TRUE,FALSE,TRUE,FALSE,27/11/2013 00:00,31/12/2099 00:00,31/12/2099 00:00,,TRUE,25%,,"MATERIALS NEED TO BE CREATED. TERM: Rolling 12mthly periods, with 3 mths notice on the anniversary of each 12 mthly period (e.g. in Y1 the term terminates on the 15th mth). TERRITORY: World. RIGHTS: TV, Theatrical, Non-theatric, Merchandising, Ancillary. Digital rights only granted if licensed in conjunction to TV broadcaster license and its branded channels. VIDEO/VOD/EST to third parties (Lovefilm, Netflix etc) NOT GRANTED but can discuss on deal-by-deal basis. NB: Clip rights specifically NOT granted to Distributor.",On all licensing deals. If no response means NOT approved. By e-mail to Joanna White - jwhite@beckmanngroup.co.uk - copying Liz Meredith - lmeredith@beckmanngroup.co.uk,Marketing included. Tx costs deductible but Producer delivering direct to licensees.,"First right of refusal on subsequent series, offshoots etc.",Materials 4:3 and upscaled to 1080 from 720 as source material not true HD.,,quarterly and within 45 days,,Status 3
Kinbaku,Kinbaku,A0017,Factual,Hakalax Productions,English,2004,"1 x 29', 1 x 52'",,TRUE,TRUE,TRUE,FALSE,,,,,TRUE,35% incl. marketing,,"TERM: 15 yrs w/ notice 6 mth period. TERRITORY: WW excl. Finland, Sweden, Norway, Denmark and Portugal (sold to RTP). RIGHTS: All",For 52' vsn,Marketing inclusive. Tx costs recoupable,"Distributor shall have first right of refusal on subsequent series, movies, made for TV specials or any format (including but not limited to any animation programming) containing the characters (or any one of them) appearing in the Programme or any series based substantially on the Programme.","52' vsn delivery dates: If additional material filmed only in UK: 4 months after production budget for the extension work fully secured, 24000 € still missing. Letter of Commitment needed. If additional material filmed only in US: 5 months after production budget for the extension work fully secured, 34000 € still missing. Letter of Commitment needed. AWARDS: (6.9.10) KINBAKU was last week awarded with a Honorary Mention at the International Film Festival of Monterrey in Mexico 2010",,Quarterly from signature of Agreement until 24 (twenty-four) months after delivery of materials and thereafter bi-annually.,,Status 3
Knife Edge,Knife Edge,D0178,Factual,Armagrange,English,2000,8 x 60',,TRUE,FALSE,FALSE,FALSE,29/09/2008 00:00,28/09/2018 00:00,31/12/2099 00:00,,TRUE,35% + 5% marketing costs,,"WW - Theatrical, Non Theatrical, TV, HV, New Media, Ancillary. Previous sales: DigitAlb, Albania (Pay TV exp. 31.1.10), Living TV, NZ (Pay TV expired), Zonevision (guessing Reality) pan world (Basic Pay expired). Term: 5 years but if no one terminates just prior to the expiry date contract automatically renewable for consecutive 12 months until someone does terminate.",none,"5% of Gross Receipts to cover marketing expenses (including but not limited to flyers, brochures, advertising, print materials, posters, images, web digitisation, reasonable market expenses) and distribution costs (including but not limited to screening cassettes, promotional material and couriers). A sum to be capped at US$2,000 per Programme to cover the initial marketing expense (including but not limited to the design and print of flyers, web trailers, market preparation documents) and the inspection of the physical materials by a laboratory as per the provisions of Clause 3 of the Schedule. TX costs not included in 5%.",First right of refusal granted on subsequent series. movies etc granted.,,,6 monthly intervals commencing from signature for 1st year and thereafter 45 days from such date in which monies are received.,,Status 3
Kung Fu Kitchen,Kung Fu Kitchen,D0196,Factual,MediaCorp Pte. Ltd.,English,2010,6 x 23',,TRUE,TRUE,FALSE,FALSE,24/09/2010 00:00,23/09/2017 00:00,23/09/2024 00:00,,TRUE,"25% + 5% marketing Indigo to recoup MG in first position: Total US$60k payable: US$20k 6 months after delivery; US$40k 15 months after deliver. 26.1.11: 1st set of materials (HD tapes) failed QC on 28th October 2010 and replacement tapes were received on 26th November 2010. As we had to send tapes urgently to Finland we got the replacement tapes checked at the same time as creating the 1st set of digi PAL duplicates for our Finland deal. I’d take the first availability date for tapes to send to Finland as the start date for the MG, being 8th December 2010.",,"TERM: 7 yrs. If haven't recouped then term extends further 3 yrs. If have extended then have option to renew. RIGHTS: All rights. TERRITORY: WW but subject to Channel NewsAsia's rights (to clarify we can grant exclusive rights in the CNA Territories, they just need to be non-exclusive against CNA's Rights) Channel NewsAsia International, which may be distributed and broadcast on any and all media platforms worldwide, including but not limited to the territories of Singapore, Malaysia, the Middle East, Pakistan, India, Nepal, Maldives, Sri Lanka, Myanmar, Bhutan, China, Taiwan, Hong Kong, Macau, Vietnam, Cambodia, Thailand, Sri Lanka, Indonesia, Brunei, Philippines, Papua New Guinea, Australia, New Zealand, Mongolia, Korea, Japan (“CNA Rights”). The Distributor therefore agrees that its exercise of the Rights shall be subject to the CNA Rights. The territories where Channel NewsAsia International is distributed and broadcast shall be referred to as “CNA Territories”. Furthermore the Distributor shall not license Free Television Rights and Pay Television Rights and New Media Rights in the CNA Territories April 1, 2010 to 30 September 2010 (“CNA Holdback”). Thereafter the Distributor shall be free to license all the Rights (including Free Television Rights, Pay Television Rights and New Media Rights) in the CNA Territories to third parties, subject to the CNA Rights.",none,"5% to cover marketing expenses (including but not limited to flyers, brochures, advertising, print materials, posters, reasonable market expenses) and distribution costs (including but not limited to screening cassettes, promotional material and couriers) (“the Distribution Costs”). Any other costs items required by the Distributor will be agreed by the Producer before incurring, and subject to such prior written agreement, will be payable by the Producer in advance. All costs relating to servicing agreements with licensees (including but not limited to festival registration fees, transmission materials, duplication, shipping costs, insurance and scripts and transparencies) (“Tech Costs”) are not included in this 5% and will be deducted from Gross Receipts, provided that the Tech Costs shall not exceed 5% of Gross Receipts with anything above 5% of Gross Receipts for Tech Costs to be pre-approved by Producer. MediaCorp will reimburse the Distributor for the costs of making one (1) set of NTSC tapes and one (1) set of PAL tapes, and this will not be deemed as part of Tech Costs.",On future series and renewal of agreement.,,,"At quarterly intervals as at 31 March 30 June 30 September and 31 December and within 45 (forty five) days from each such date until 36 (thirty-six) months after delivery of Materials, and thereafter at biannual intervals and within 45 (forty five) days following each such date","noodles, tea Kung Fu Kitchen Ep Noodles https://vimeo.com/101407341 Password: Indigo2014",Status 3
Lagoon,Lagoon,D0005,Factual,Happy Valley Films,English,1997,1 x 24',,TRUE,FALSE,TRUE,FALSE,26/11/1998 00:00,31/12/2099 00:00,31/12/2099 00:00,,TRUE,10% US Network / 30% all other including late night network and syndication in US and PBS / 50% non-theatric / educational,,Automatically renewable annually unless terminated by 3 month written notice. World excluding Germany - All whether known now or herafter including but not limited to broadcast TV / cable / satellite / home video and all non-theatric and educational uses. CD Rom / Cdi rights need prior approval from producer,approval required on CD-ROM / CDi Rights and all other not granted as above (for example New Media Rights / download rights). Please ensure client has sufficient protection rights in the Territories licensed (due to previous bad piracy experience). No response will be considered as acceptance after 3 working days.,TX material paid by producer. Marketing costs capped at 5% of gross sales. Producer to pay for marketing campaign after prior consent.,First Refusal on Future Series/Spin offs Not mentioned,,No,Quarterly 30 days after 31 March / 30 June / 30 September / 31 December,,Status 3
Larry Dahlberg's Hunt For The Big Fish,Larry Dahlberg's Hunt For The Big Fish Series 01,,Factual,Gamefish Marketing,English,2005,13 x 30',,TRUE,FALSE,TRUE,FALSE,19/10/2005 00:00,18/10/2010 00:00,17/10/2012 00:00,,TRUE,ACQUISITION TITLE (27.5%. Increases to 35% once gross receipts for each episode exceeds US$25000.),,ACQUISITION TITLE World excluding all TV in US / Canada and ESPN 2 footprint (South America) on all ESPN programmes - Non-theatrical / Free TV / Pay TV / Videogram / New Media / Ancillary,,marketing and distribution costs inclusive. Producer to pay for tx materials.,First Refusal on Future Series/Spin offs,,No,Quarterly 45 days after 31 March / 30 June / 30 September / 31 December,TBC,Status 3
Larry Dahlberg's Hunt For The Big Fish,Larry Dahlberg's Hunt For The Big Fish Series 02,,Factual,Gamefish Marketing,English,2006,13 x 22',,TRUE,FALSE,FALSE,FALSE,19/10/2005 00:00,18/10/2010 00:00,17/10/2012 00:00,,TRUE,ACQUISITION TITLE (27.5%. Increases to 35% once gross receipts for each episode exceeds US$25000.),,ACQUISITION TITLE World excluding all TV in US / Canada and ESPN 2 footprint (South America) on all ESPN programmes - Non-theatrical / Free TV / Pay TV / Videogram / New Media / Ancillary,,marketing and distribution costs inclusive. Producer to pay for tx materials.,First Refusal on Future Series/Spin offs,,No,Quarterly 45 days after 31 March / 30 June / 30 September / 31 December,TBC,Status 3
Larry Dahlberg's Hunt For The Big Fish,Larry Dahlberg's Hunt For The Big Fish Series 03,,Factual,Gamefish Marketing,English,2007,12 x 22',,TRUE,FALSE,TRUE,FALSE,19/10/2005 00:00,18/10/2010 00:00,17/10/2012 00:00,,TRUE,ACQUISITION TITLE (27.5%. Increases to 35% once gross receipts for each episode exceeds US$25000.),,ACQUISITION TITLE World excluding all TV in US / Canada and ESPN 2 footprint (South America) on all ESPN programmes - Non-theatrical / Free TV / Pay TV / Videogram / New Media / Ancillary,,marketing and distribution costs inclusive. Producer to pay for tx materials.,First Refusal on Future Series/Spin offs,,No,Quarterly 45 days after 31 March / 30 June / 30 September / 31 December,TBC,Status 3
Larry Dahlberg's Hunt For The Big Fish,Larry Dahlberg's Hunt For The Big Fish Series 04,,Factual,Gamefish Marketing,English,2008,12 x 22',,TRUE,FALSE,TRUE,FALSE,19/10/2005 00:00,18/10/2010 00:00,17/10/2012 00:00,,TRUE,ACQUISITION TITLE 27.5%. Increases to 35% once gross receipts for each episode exceeds US$25000.,,ACQUISITION TITLE World excluding all TV in US / Canada and ESPN 2 footprint (South America) on all ESPN programmes - Non-theatrical / Free TV / Pay TV / Videogram / New Media / Ancillary,,marketing and distribution costs inclusive. Producer to pay for tx materials.,First Refusal on Future Series/Spin offs,,No,Quarterly 45 days after 31 March / 30 June / 30 September / 31 December,TBC,Status 3
Life In The 1930s,Life In The 1930s: Part 1 - Rags And Riches,D0222,Factual,Beckmann Visual Publishing Ltd,English,2010,1 x 55',signed,TRUE,TRUE,TRUE,FALSE,27/11/2013 00:00,31/12/2099 00:00,31/12/2099 00:00,,TRUE,25%,,"TERM: Rolling 12mthly periods, with 3 mths notice on the anniversary of each 12 mthly period (e.g. in Y1 the term terminates on the 15th mth). TERRITORY: World excl. existing US/Canada Video/EST/VOD. TV is ours to exploit. RIGHTS: TV, Theatrical, Non-theatric, Merchandising, Ancillary. Digital rights only granted if licensed in conjunction to TV broadcaster license and its branded channels. VIDEO/VOD/EST to third parties (Lovefilm, Netflix etc) NOT GRANTED but can discuss on deal-by-deal basis. NB: Clip rights specifically NOT granted to Distributor.",On all licensing deals. If no response means NOT approved. By e-mail to Joanna White - jwhite@beckmanngroup.co.uk - copying Liz Meredith - lmeredith@beckmanngroup.co.uk,Marketing included. Tx costs deductible but Producer delivering direct to licensees.,"First right of refusal on subsequent series, offshoots etc.",Materials 4:3 and upscaled to 1080 from 720 as source material not true HD.,,quarterly and within 45 days,,Status 3
Life In The 1930s,Life In The 1930s: Part 2 - A Time Gone By,D0222,Factual,Beckmann Visual Publishing Ltd,English,2010,1 x 60',signed,TRUE,TRUE,TRUE,FALSE,27/11/2013 00:00,31/12/2099 00:00,31/12/2099 00:00,,TRUE,25%,,"TERM: Rolling 12mthly periods, with 3 mths notice on the anniversary of each 12 mthly period (e.g. in Y1 the term terminates on the 15th mth). TERRITORY: World excl. existing US/Canada Video/EST/VOD. TV is ours to exploit. RIGHTS: TV, Theatrical, Non-theatric, Merchandising, Ancillary. Digital rights only granted if licensed in conjunction to TV broadcaster license and its branded channels. VIDEO/VOD/EST to third parties (Lovefilm, Netflix etc) NOT GRANTED but can discuss on deal-by-deal basis. NB: Clip rights specifically NOT granted to Distributor.",On all licensing deals. If no response means NOT approved. By e-mail to Joanna White - jwhite@beckmanngroup.co.uk - copying Liz Meredith - lmeredith@beckmanngroup.co.uk,Marketing included. Tx costs deductible but Producer delivering direct to licensees.,"First right of refusal on subsequent series, offshoots etc.",Materials 4:3 and upscaled to 1080 from 720 as source material not true HD.,,quarterly and within 45 days,,Status 3
Life In The 1950s,Life In The 1950s: Part 1- The Price Of Victory,D0222,Factual,Beckmann Visual Publishing Ltd,English,2010,1 x 55',signed,TRUE,TRUE,TRUE,FALSE,27/11/2013 00:00,31/12/2099 00:00,31/12/2099 00:00,,TRUE,25%,,"TERM: Rolling 12mthly periods, with 3 mths notice on the anniversary of each 12 mthly period (e.g. in Y1 the term terminates on the 15th mth). TERRITORY: World excl. existing US/Canada Video/EST/VOD. TV is ours to exploit. RIGHTS: TV, Theatrical, Non-theatric, Merchandising, Ancillary. Digital rights only granted if licensed in conjunction to TV broadcaster license and its branded channels. VIDEO/VOD/EST to third parties (Lovefilm, Netflix etc) NOT GRANTED but can discuss on deal-by-deal basis. NB: Clip rights specifically NOT granted to Distributor.",On all licensing deals. If no response means NOT approved. By e-mail to Joanna White - jwhite@beckmanngroup.co.uk - copying Liz Meredith - lmeredith@beckmanngroup.co.uk,Marketing included. Tx costs deductible but Producer delivering direct to licensees.,"First right of refusal on subsequent series, offshoots etc.",Materials 4:3 and upscaled to 1080 from 720 as source material not true HD.,,quarterly and within 45 days,,Status 3
Life In The 1950s,Life In The 1950s: Part 2 - Never Had It So Good,D0222,Factual,Beckmann Visual Publishing Ltd,English,2010,1 x 60',signed,TRUE,TRUE,TRUE,FALSE,27/11/2013 00:00,31/12/2099 00:00,31/12/2099 00:00,,TRUE,25%,,"TERM: Rolling 12mthly periods, with 3 mths notice on the anniversary of each 12 mthly period (e.g. in Y1 the term terminates on the 15th mth). TERRITORY: World excl. existing US/Canada Video/EST/VOD. TV is ours to exploit. RIGHTS: TV, Theatrical, Non-theatric, Merchandising, Ancillary. Digital rights only granted if licensed in conjunction to TV broadcaster license and its branded channels. VIDEO/VOD/EST to third parties (Lovefilm, Netflix etc) NOT GRANTED but can discuss on deal-by-deal basis. NB: Clip rights specifically NOT granted to Distributor.",On all licensing deals. If no response means NOT approved. By e-mail to Joanna White - jwhite@beckmanngroup.co.uk - copying Liz Meredith - lmeredith@beckmanngroup.co.uk,Marketing included. Tx costs deductible but Producer delivering direct to licensees.,"First right of refusal on subsequent series, offshoots etc.",Materials 4:3 and upscaled to 1080 from 720 as source material not true HD.,,quarterly and within 45 days,,Status 3
Life In The 1960s,Life In The 1960s: Part 1 - The Swinging Sixties,D0222,Factual,Beckmann Visual Publishing Ltd,English,2010,1 x 55',signed,TRUE,TRUE,TRUE,FALSE,27/11/2013 00:00,31/12/2099 00:00,31/12/2099 00:00,,TRUE,25%,,"TERM: Rolling 12mthly periods, with 3 mths notice on the anniversary of each 12 mthly period (e.g. in Y1 the term terminates on the 15th mth). TERRITORY: World excl. existing US/Canada Video/EST/VOD. TV is ours to exploit. RIGHTS: TV, Theatrical, Non-theatric, Merchandising, Ancillary. Digital rights only granted if licensed in conjunction to TV broadcaster license and its branded channels. VIDEO/VOD/EST to third parties (Lovefilm, Netflix etc) NOT GRANTED but can discuss on deal-by-deal basis. NB: Clip rights specifically NOT granted to Distributor.",On all licensing deals. If no response means NOT approved. By e-mail to Joanna White - jwhite@beckmanngroup.co.uk - copying Liz Meredith - lmeredith@beckmanngroup.co.uk,Marketing included. Tx costs deductible but Producer delivering direct to licensees.,"First right of refusal on subsequent series, offshoots etc.",Materials 4:3 and upscaled to 1080 from 720 as source material not true HD.,,quarterly and within 45 days,,Status 3
Life In The 1960s,Life In The 1960s: Part 2 - Carnaby Street and Beyond,D0222,Factual,Beckmann Visual Publishing Ltd,English,2010,1 x 55',signed,TRUE,TRUE,TRUE,FALSE,27/11/2013 00:00,31/12/2099 00:00,31/12/2099 00:00,,TRUE,25%,,"TERM: Rolling 12mthly periods, with 3 mths notice on the anniversary of each 12 mthly period (e.g. in Y1 the term terminates on the 15th mth). TERRITORY: World excl. existing US/Canada Video/EST/VOD. TV is ours to exploit. RIGHTS: TV, Theatrical, Non-theatric, Merchandising, Ancillary. Digital rights only granted if licensed in conjunction to TV broadcaster license and its branded channels. VIDEO/VOD/EST to third parties (Lovefilm, Netflix etc) NOT GRANTED but can discuss on deal-by-deal basis. NB: Clip rights specifically NOT granted to Distributor.",On all licensing deals. If no response means NOT approved. By e-mail to Joanna White - jwhite@beckmanngroup.co.uk - copying Liz Meredith - lmeredith@beckmanngroup.co.uk,Marketing included. Tx costs deductible but Producer delivering direct to licensees.,"First right of refusal on subsequent series, offshoots etc.",Materials 4:3 and upscaled to 1080 from 720 as source material not true HD.,,quarterly and within 45 days,,Status 3
Life In The War,Life In The War: Part 1 - The Gathering Storm,D0222,Factual,Beckmann Visual Publishing Ltd,English,2010,1 x 60',signed,TRUE,TRUE,TRUE,FALSE,27/11/2013 00:00,31/12/2099 00:00,31/12/2099 00:00,,TRUE,25%,,"TERM: Rolling 12mthly periods, with 3 mths notice on the anniversary of each 12 mthly period (e.g. in Y1 the term terminates on the 15th mth). TERRITORY: World excl. existing US/Canada Video/EST/VOD. TV is ours to exploit. RIGHTS: TV, Theatrical, Non-theatric, Merchandising, Ancillary. Digital rights only granted if licensed in conjunction to TV broadcaster license and its branded channels. VIDEO/VOD/EST to third parties (Lovefilm, Netflix etc) NOT GRANTED but can discuss on deal-by-deal basis. NB: Clip rights specifically NOT granted to Distributor.",On all licensing deals. If no response means NOT approved. By e-mail to Joanna White - jwhite@beckmanngroup.co.uk - copying Liz Meredith - lmeredith@beckmanngroup.co.uk,Marketing included. Tx costs deductible but Producer delivering direct to licensees.,"First right of refusal on subsequent series, offshoots etc.",Materials 4:3 and upscaled to 1080 from 720 as source material not true HD.,,quarterly and within 45 days,Life in the War - Storm Gathering https://vimeo.com/101499371 Password: Indigo2014,Status 3
Life In The War,Life In The War: Part 2 - The Blitz,D0222,Factual,Beckmann Visual Publishing Ltd,English,2010,1 x 60',signed,TRUE,TRUE,TRUE,FALSE,27/11/2013 00:00,31/12/2099 00:00,31/12/2099 00:00,,TRUE,25%,,"TERM: Rolling 12mthly periods, with 3 mths notice on the anniversary of each 12 mthly period (e.g. in YTERM: Rolling 12mthly periods, with 3 mths notice on the anniversary of each 12 mthly period (e.g. in Y1 the term terminates on the 15th mth). TERRITORY: World excl. existing US/Canada Video/EST/VOD. TV is ours to exploit. RIGHTS: TV, Theatrical, Non-theatric, Merchandising, Ancillary. Digital rights only granted if licensed in conjunction to TV broadcaster license and its branded channels. VIDEO/VOD/EST to third parties (Lovefilm, Netflix etc) NOT GRANTED but can discuss on deal-by-deal basis. NB: Clip rights specifically NOT granted to Distributor.1 the term terminates on the 15th mth).",On all licensing deals. If no response means NOT approved. By e-mail to Joanna White - jwhite@beckmanngroup.co.uk - copying Liz Meredith - lmeredith@beckmanngroup.co.uk,Marketing included. Tx costs deductible but Producer delivering direct to licensees.,"First right of refusal on subsequent series, offshoots etc.",Materials 4:3 and upscaled to 1080 from 720 as source material not true HD.,,quarterly and within 45 days,,Status 3
Life In The War,Life In The War: Part 3 - The Darkest Days,D0222,Factual,Beckmann Visual Publishing Ltd,English,2010,1 x 60',signed,TRUE,TRUE,TRUE,FALSE,27/11/2013 00:00,31/12/2099 00:00,31/12/2099 00:00,,TRUE,25%,,"TERM: Rolling 12mthly periods, with 3 mths notice on the anniversary of each 12 mthly period (e.g. in Y1 the term terminates on the 15th mth). TERRITORY: World excl. existing US/Canada Video/EST/VOD. TV is ours to exploit. RIGHTS: TV, Theatrical, Non-theatric, Merchandising, Ancillary. Digital rights only granted if licensed in conjunction to TV broadcaster license and its branded channels. VIDEO/VOD/EST to third parties (Lovefilm, Netflix etc) NOT GRANTED but can discuss on deal-by-deal basis. NB: Clip rights specifically NOT granted to Distributor.",On all licensing deals. If no response means NOT approved. By e-mail to Joanna White - jwhite@beckmanngroup.co.uk - copying Liz Meredith - lmeredith@beckmanngroup.co.uk,Marketing included. Tx costs deductible but Producer delivering direct to licensees.,"First right of refusal on subsequent series, offshoots etc.",Materials 4:3 and upscaled to 1080 from 720 as source material not true HD.,,quarterly and within 45 days,,Status 3
Life In The War,Life In The War: Part 4 - The Road to Victory,D0222,Factual,Beckmann Visual Publishing Ltd,English,2010,1 x 60',signed,TRUE,TRUE,TRUE,FALSE,27/11/2013 00:00,31/12/2099 00:00,31/12/2099 00:00,,TRUE,25%,,"TERM: Rolling 12mthly periods, with 3 mths notice on the anniversary of each 12 mthly period (e.g. in Y1 the term terminates on the 15th mth). TERRITORY: World excl. existing US/Canada Video/EST/VOD. TV is ours to exploit. RIGHTS: TV, Theatrical, Non-theatric, Merchandising, Ancillary. Digital rights only granted if licensed in conjunction to TV broadcaster license and its branded channels. VIDEO/VOD/EST to third parties (Lovefilm, Netflix etc) NOT GRANTED but can discuss on deal-by-deal basis. NB: Clip rights specifically NOT granted to Distributor.",On all licensing deals. If no response means NOT approved. By e-mail to Joanna White - jwhite@beckmanngroup.co.uk - copying Liz Meredith - lmeredith@beckmanngroup.co.uk,Marketing included. Tx costs deductible but Producer delivering direct to licensees.,"First right of refusal on subsequent series, offshoots etc.",Materials 4:3 and upscaled to 1080 from 720 as source material not true HD.,,quarterly and within 45 days,,Status 3
Life On 6 Legs,Life On 6 Legs,A0066,Factual,Filmjungle.eu,English,2013,1 x 52',signed,TRUE,TRUE,TRUE,FALSE,05/10/2012 00:00,31/12/2099 00:00,31/12/2099 00:00,,,Presale Term: 25% with 15% deferred until finance raised and recoupable in the first position by Distributor during the Secondary Term. Secondary Term and Co-Production Term (if applicable): 25% + 5% marketing capped at £5k (anything above upon Prod approval),"Once fully financed where Dist contributes to financing parties will enter into a co-pro agreement. 1) ownership in perpetuity. 2) Distributor will share in the back end of the programme pro-rata'd at the percentage of financing brought by Distributor in order to complete the Budget through presales or other means, to a maximum of 50% (fifty percent).","PRE-SALE TERM: 6 mths from receipt agreed marketing material (below date Friday b4 MIPCOM). May be extended by 6 mthly periods to be agreed by both parties. POST SALE TERM: Upon fully financed and 5 yrs from full delivery, with break at 3 yrs with 6 mths notice. Rolling 2yrly periods with 6 mths notice. (Sub-License 7 yrs beyond end term) TERRITORY: World RIGHTS: Th, Non-Th, TV, Video, Digital, Anc, Merch",On Marketing costs exceeding £5k during Term.,5% marketing deductable from Gross but capped at £5k (anything above upon Prod approval). Tx costs deductable.,"On sequels, offshoots etc.",Budget: €60k to 100k,,"From sig of Agr until 12 months after delivery of all Materials at quarterly intervals, and thereafter biannual",,Status 3
Literary Landscapes: A Novel Approach,Literary Landscapes: A Novel Approach Series 01,A0006,Factual,Vibe Productions Ltd,English,2008,6 x 24',,TRUE,FALSE,TRUE,FALSE,15/02/2011 00:00,31/12/2099 00:00,31/12/2099 00:00,,TRUE,As of 26.4.13 we're at 30% + 5% marketing. 1) 20% if grossed under £50k per programme; 2) 25% if grossed between £50k-£100k per programme; 3) 30% if grossed £100k + per programme. 5% marketing in first 3 yrs (does not apply after 15-Feb-14),,"TERM: 5 years with break after 3 yrs. Automatic rolling of 2 yr periods if not terminated. (NB: this is 2nd license agreement) TERRITORY: WW excl. UK non-standard TV (with Horse & Country TV). UK Video available as of 27.3.12 as confirmed by David Lawley. RIGHTS: All TV, HV, Theatrical, Non-theatric, New Media, Merchandising, Ancillary","Licensing deals in France, Germany, Spain, Italy, UK, USA, Canada, Australia - 5 day response time with no response as an ok to proceed.",5% marketing cost deducted from gross receipts. Tx costs not included in 5% and to be deducted from gross receipts.,First refusal on all programming Producer develops during the term + exclusve first look on all content it develops or produces.,"Budget £1,250 per ep",,,,Status 3
